Time,Manipulability,Error
94.6181,15.8502,0.521162
94.7191,14.2307,0.44523
94.8201,13.1127,0.413025
94.9201,12.4431,0.402983
95.0201,12.0648,0.403223
95.1201,11.8958,0.409204
95.2211,11.8556,0.417526
95.321,11.8769,0.425568
95.4211,11.9158,0.431791
95.5253,11.9465,0.435365
95.6251,11.9493,0.435549
95.7251,11.8219,0.432229
95.8272,11.49,0.424988
95.9271,10.9645,0.413991
96.0271,10.3393,0.401088
96.1271,9.65641,0.387205
96.2291,8.93788,0.374855
96.3294,8.19276,0.367168
96.4294,7.48381,0.361818
96.5292,6.86707,0.357378
96.6291,6.37302,0.353202
96.7292,6.05901,0.350862
96.8292,5.85618,0.35015
96.9292,5.7294,0.350694
97.0302,5.6602,0.350933
97.1302,5.62224,0.350955
97.2305,5.60435,0.350983
97.3301,5.59765,0.351002
97.4301,5.59554,0.351007
97.5303,5.59403,0.351009
97.6301,5.59286,0.35101
97.7303,5.59246,0.351009
97.8304,5.59184,0.351005
97.9361,5.59147,0.351008
98.0373,5.59071,0.351009
98.1381,5.58951,0.35101
98.2402,5.58915,0.351015
98.3451,5.54369,1.05465
98.4462,5.39832,1.0525
98.5502,5.33402,1.05112
98.6501,5.34192,1.05032
98.7502,5.36267,1.04935
98.8502,5.3995,1.04823
98.9502,5.46034,1.047
99.0502,5.55247,1.04582
99.1502,5.67639,1.04459
99.2552,5.81454,1.043
99.3572,6.08995,1.04265
99.4602,6.45787,1.04311
99.5612,6.95751,1.04401
99.6612,7.71903,1.04533
99.7613,8.75366,1.03042
99.8622,10.1898,0.996784
99.9623,12.0574,0.96023
100.065,14.5333,0.919446
100.165,17.5052,0.876661
100.265,21.1394,0.831062
100.365,25.4499,0.782957
100.465,30.4762,0.733021
100.565,36.2509,0.682608
100.665,42.3236,0.632759
100.765,47.8909,0.583543
100.865,52.6528,0.537862
100.965,56.4309,0.497447
101.065,59.2758,0.463078
101.165,61.2746,0.434518
101.266,62.6347,0.411268
101.366,63.5268,0.393625
101.466,64.0789,0.380137
101.566,64.4254,0.370508
101.666,64.6274,0.363936
101.767,64.7625,0.359257
101.869,64.8261,0.356564
101.97,64.8741,0.354926
102.069,64.9089,0.353934
102.172,64.926,0.353397
102.272,64.9307,0.353242
102.373,64.9322,0.353184
102.473,64.9333,0.35314
102.573,64.9343,0.353114
102.673,64.9348,0.353089
102.773,64.9355,0.353071
102.874,64.9363,0.353059
102.974,64.9362,0.353063
103.074,64.9364,0.353058
103.174,64.9367,0.353055
103.275,64.9365,0.353062
103.378,64.8071,1.19473
103.48,64.3658,1.19077
103.581,63.7985,1.18393
103.68,63.58,1.17556
103.78,63.6066,1.16575
103.881,63.4371,1.15398
103.983,63.163,1.14058
104.083,63.5516,1.11614
104.186,65.55,1.03174
104.288,69.0579,0.931185
104.392,73.0545,0.811164
104.491,76.3963,0.681001
104.591,78.591,0.555194
104.691,79.746,0.453403
104.791,80.5576,0.376236
104.891,81.4419,0.32049
104.997,82.5712,0.278845
105.097,83.6685,0.249903
105.197,84.5012,0.222656
105.297,84.9649,0.195423
105.397,85.1273,0.171895
105.499,85.1023,0.152932
105.599,85.0359,0.140796
105.701,84.9539,0.132569
105.801,84.928,0.130359
105.901,84.9273,0.130368
106.001,84.9274,0.130369
106.101,84.9275,0.130365
106.201,84.9274,0.130367
106.301,84.9276,0.130368
106.402,84.9273,0.130366
106.502,84.9274,0.130367
106.602,84.9276,0.130368
106.703,84.9272,0.130363
106.803,84.9274,0.130369
106.903,84.9275,0.130367
107.004,84.9274,0.130367
107.104,84.9273,0.130364
107.204,84.9274,0.130367
107.304,84.9273,0.130367
107.404,84.9276,0.130369
107.504,84.9271,0.130364
107.604,84.9273,0.130365
107.704,84.927,0.130361
107.804,84.9273,0.130369
107.904,84.9273,0.130365
108.005,84.9273,0.130371
108.104,84.9273,0.130364
108.204,84.9273,0.130365
108.316,84.9558,1.31406
108.416,85.2105,1.30717
108.52,85.7448,1.29121
108.62,86.5299,1.26889
108.722,87.4648,1.24082
108.825,88.3991,1.20914
108.925,89.3128,1.17516
109.025,90.0847,1.14141
109.125,90.655,1.10659
109.226,91.0045,1.04539
109.326,91.1057,0.981044
109.426,90.9743,0.914324
109.527,90.5852,0.845715
109.627,89.9555,0.778337
109.727,89.1713,0.713825
109.827,88.2823,0.652569
109.928,87.3781,0.595982
110.028,86.5377,0.543302
110.128,85.8142,0.496531
110.228,85.2797,0.454892
110.329,84.8461,0.419718
110.429,84.6159,0.385758
110.538,84.3074,0.349172
110.638,83.8766,0.314692
110.741,83.3122,0.282252
110.841,82.7336,0.255333
110.941,82.1818,0.232678
111.041,81.7191,0.215178
111.141,81.3685,0.202557
111.241,81.0937,0.192789
111.35,80.8525,0.184203
111.45,80.754,0.180783
111.55,80.7258,0.179707
111.65,80.7233,0.179511
111.75,80.7202,0.179331
111.851,80.718,0.179178
111.951,80.7168,0.179075
112.051,80.7149,0.178979
112.151,80.7138,0.178922
112.251,80.7131,0.178884
112.351,80.7109,0.178801
112.452,80.7083,0.1787
112.551,80.7069,0.178648
112.651,80.7041,0.17854
112.752,80.7027,0.178489
112.854,80.7012,0.178435
112.953,80.6996,0.178375
113.053,80.6973,0.178286
113.153,80.6951,0.178202
113.253,80.6933,0.178138
113.357,80.6819,1.17834
113.459,80.6108,1.17202
113.56,80.5332,1.16226
113.661,80.193,1.15035
113.761,79.6737,1.13724
113.869,78.8978,1.12157
113.973,77.9359,1.10583
114.074,76.7949,1.09066
114.174,75.4865,1.07652
114.276,73.9512,1.06357
114.379,72.2503,1.05265
114.478,70.5478,1.04344
114.578,68.7082,1.03543
114.678,66.5794,1.02894
114.778,64.1955,1.02466
114.878,61.6508,0.964745
114.978,59.1202,0.857244
115.078,56.7323,0.750492
115.18,55.6478,0.65367
115.281,57.298,0.588865
115.381,60.5565,0.546711
115.481,63.8661,0.509537
115.582,66.9926,0.476245
115.682,69.6293,0.447412
115.782,71.7753,0.423424
115.883,73.4027,0.404211
115.982,74.5975,0.389763
116.082,75.4486,0.37909
116.182,76.1035,0.371957
116.282,76.4483,0.366041
116.382,76.7089,0.363319
116.482,76.8663,0.362833
116.582,76.9036,0.362555
116.682,76.8482,0.361708
116.784,76.7853,0.360968
116.884,76.7381,0.360376
116.984,76.7026,0.359937
117.085,76.6953,0.359798
117.185,76.6975,0.359729
117.285,76.7158,0.359668
117.385,76.7208,0.35959
117.486,76.7224,0.359556
117.586,76.7236,0.359553
117.687,76.7239,0.359555
117.786,76.7243,0.359556
117.887,76.7246,0.359559
117.986,76.7242,0.359555
118.086,76.7246,0.359557
118.187,76.7246,0.359557
118.287,76.7245,1.50482
118.391,76.4805,1.50558
118.497,75.8339,1.50751
118.597,74.932,1.50985
118.697,73.7631,1.51246
118.797,72.3341,1.51511
118.897,70.6148,1.51772
118.998,68.632,1.52022
119.102,66.3636,1.52261
119.203,63.9979,1.52465
119.302,61.573,1.52607
119.402,59.1338,1.52429
119.504,56.6454,1.49653
119.605,54.206,1.46274
119.706,51.8056,1.41594
119.807,49.1669,1.36575
119.907,46.3277,1.31444
120.007,43.2266,1.26263
120.107,39.8841,1.20961
120.209,36.2809,1.15402
120.309,32.5496,1.09721
120.409,28.6485,1.03892
120.51,24.6665,0.979713
120.613,20.6505,0.919255
120.714,16.7657,0.85948
120.818,13.1086,0.798517
120.918,9.95996,0.741034
121.018,7.28938,0.684332
121.12,5.04824,0.628813
121.223,3.65813,0.593008
121.326,2.82342,0.560333
121.426,2.45779,0.527421
121.526,2.38109,0.495411
121.626,2.40251,0.467089
121.726,2.42835,0.442673
121.826,2.45493,0.422297
121.927,2.47884,0.407329
122.027,2.51939,0.396143
122.128,2.54164,0.388106
122.229,2.55999,0.383286
122.33,2.57719,0.380611
122.433,2.59245,0.378905
122.535,2.60356,0.377782
122.635,2.61225,0.376917
122.735,2.61891,0.376253
122.835,2.62245,0.375915
122.935,2.62447,0.375722
123.046,2.62592,0.375582
123.149,2.62743,0.375451
123.248,2.62891,0.375314
123.354,2.64898,1.26635
123.456,2.72469,1.26102
123.557,2.8639,1.2521
123.657,3.05848,1.23994
123.759,3.36955,1.22402
123.86,3.79647,1.20827
123.959,4.36828,1.19542
124.059,5.10521,1.18757
124.159,6.02481,1.18524
124.259,7.05483,1.17905
124.359,8.09634,1.12971
124.459,9.07227,1.09674
124.56,9.91445,1.0804
124.663,10.5984,1.07814
124.765,11.0767,1.08689
124.865,11.407,1.09664
124.965,11.6138,1.10374
125.065,11.6914,1.10628
125.167,11.5199,1.10369
125.267,11.1016,1.09806
125.367,10.5338,1.0891
125.467,9.80561,1.07567
125.569,8.92453,1.06106
125.668,7.9589,1.04347
125.768,6.99439,1.02913
125.869,6.07714,1.01704
125.969,5.29944,1.00658
126.068,4.66498,0.997307
126.17,4.14716,0.988623
126.27,3.77754,0.981111
126.37,3.65239,0.976891
126.472,3.66103,0.975313
126.575,3.66351,0.974227
126.674,3.66371,0.973624
126.775,3.66398,0.973392
126.874,3.66409,0.973355
126.974,3.66443,0.9734
127.074,3.66493,0.973438
127.174,3.66514,0.973455
127.274,3.66508,0.973455
127.375,3.66513,0.973458
127.474,3.66512,0.973453
127.574,3.66515,0.973453
127.675,3.66494,0.973445
127.775,3.66518,0.973447
127.875,3.66517,0.973445
127.975,3.66504,0.973444
128.074,3.6652,0.973446
128.174,3.66519,0.973444
128.277,3.6652,0.973442
128.381,3.74566,1.18244
128.483,3.90875,1.16762
128.584,3.89782,1.15174
128.684,3.78122,1.14065
128.784,3.63475,1.13621
128.889,3.56386,1.13827
128.989,3.57503,1.14598
129.09,3.60399,1.15749
129.192,3.632,1.17133
129.293,3.65014,1.18648
129.394,3.66827,1.16057
129.497,3.69688,1.09608
129.597,3.76803,1.03139
129.698,3.92079,0.966834
129.799,4.13704,0.906325
129.9,4.40754,0.854782
130.001,4.64048,0.81222
130.102,4.80796,0.778793
130.202,4.9602,0.753629
130.302,5.08835,0.735407
130.402,5.19703,0.722131
130.503,5.3161,0.712357
130.604,5.47044,0.704472
130.704,5.6316,0.698577
130.806,5.71284,0.694855
130.906,5.72674,0.692679
131.008,5.72825,0.691412
131.107,5.72987,0.690685
131.208,5.72752,0.690158
131.308,5.7256,0.689775
131.407,5.7274,0.6896
131.507,5.73025,0.689518
131.607,5.73397,0.689496
131.707,5.74413,0.689342
131.807,5.75451,0.689269
131.908,5.76366,0.689162
132.008,5.76731,0.689227
132.108,5.77016,0.689323
132.208,5.77257,0.689443
132.307,5.77488,0.689563
132.408,5.77736,0.689725
132.507,5.77988,0.689866
132.607,5.78274,0.690042
132.708,5.78591,0.690257
132.807,5.78974,0.69048
132.908,5.79517,0.690846
133.009,5.80242,0.691343
133.11,5.80852,0.691762
133.21,5.81321,0.692096
133.316,5.8056,1.51306
133.417,5.6024,1.5123
133.517,5.25412,1.51208
133.617,4.82514,1.51225
133.716,4.34376,1.5127
133.823,3.86903,1.5132
133.923,3.42836,1.51306
134.023,3.06403,1.51228
134.124,2.74836,1.51114
134.224,2.51617,1.50966
134.324,2.39996,1.50883
134.424,2.30776,1.50868
134.524,2.29177,1.50963
134.625,2.2972,1.50599
134.729,2.30715,1.48397
134.828,2.31949,1.46366
134.928,2.32684,1.44539
135.029,2.34336,1.42798
135.129,2.36342,1.41136
135.229,2.37135,1.39732
135.33,2.38785,1.38499
135.436,2.39598,1.37576
135.537,2.40007,1.36916
135.637,2.40394,1.36429
135.74,2.39467,1.36332
135.84,2.37501,1.36448
135.94,2.35008,1.36654
136.04,2.31971,1.36894
136.144,2.28498,1.37158
136.245,2.24249,1.37571
136.345,2.20805,1.3798
136.445,2.20503,1.38438
136.547,2.20071,1.39047
136.647,2.19995,1.39606
136.751,2.17035,1.40039
136.851,2.14855,1.40337
136.951,2.13411,1.40519
137.052,2.12924,1.40586
137.152,2.13114,1.40587
137.252,2.13615,1.40585
137.351,2.13759,1.40585
137.452,2.13822,1.40585
137.552,2.13874,1.40584
137.652,2.139,1.40584
137.752,2.13903,1.40584
137.852,2.13922,1.40584
137.952,2.13935,1.40584
138.052,2.13929,1.40584
138.152,2.1394,1.40584
138.252,2.13945,1.40584
138.356,2.13135,1.19406
138.457,2.12447,1.19047
138.557,2.12392,1.18476
138.657,2.12229,1.17737
138.757,2.11861,1.16922
138.857,2.11278,1.16074
138.957,2.1005,1.15295
139.057,2.08176,1.14604
139.159,2.05954,1.14028
139.259,2.03271,1.13557
139.359,1.99711,1.12218
139.459,1.9551,1.11036
139.56,1.90796,1.10207
139.661,1.85667,1.09897
139.761,1.81674,1.09748
139.861,1.80989,1.09742
139.961,1.82069,1.0959
140.061,1.80616,1.09559
140.161,1.78242,1.09627
140.261,1.7799,1.09567
140.361,1.789,1.09585
140.462,1.80748,1.09641
140.562,1.82207,1.09685
140.662,1.82604,1.09698
140.762,1.82618,1.09699
140.862,1.8264,1.09701
140.962,1.82652,1.09702
141.062,1.82655,1.09703
141.164,1.8266,1.09704
141.277,1.82661,1.09704
141.377,1.82668,1.09705
141.477,1.82676,1.09705
141.577,1.82679,1.09706
141.677,1.82674,1.09706
141.777,1.82672,1.09706
141.88,1.8268,1.09707
141.98,1.82684,1.09707
142.08,1.82678,1.09707
142.182,1.82687,1.09707
142.282,1.82687,1.09708
142.382,1.82685,1.09708
142.483,1.82689,1.09708
142.584,1.82689,1.09708
142.684,1.82686,1.09708
142.784,1.82695,1.09709
142.886,1.82674,1.09708
142.986,1.82692,1.09708
143.086,1.82688,1.09708
143.186,1.82689,1.09709
143.286,1.8268,1.2843
143.395,1.81083,1.28284
143.496,1.77526,1.27932
143.596,1.72536,1.27424
143.696,1.6726,1.26789
143.796,1.61903,1.26063
143.898,1.56437,1.25216
144.002,1.5083,1.24233
144.102,1.45704,1.23237
144.202,1.39728,1.22114
144.302,1.33741,1.20945
144.402,1.27637,1.19696
144.502,1.20783,1.18393
144.602,1.13714,1.17057
144.704,1.06108,1.15687
144.807,0.981763,1.14317
144.91,0.906629,1.13015
145.01,0.843388,1.11747
145.11,0.796182,1.10607
145.21,0.752722,1.09539
145.311,0.711164,1.08531
145.411,0.671371,1.07606
145.512,0.630324,1.0674
145.612,0.594239,1.05977
145.712,0.564437,1.0535
145.812,0.537907,1.04849
145.912,0.515472,1.04441
146.012,0.507881,1.04182
146.112,0.505801,1.04048
146.214,0.521358,1.03997
146.314,0.561448,1.04018
146.414,0.613722,1.04083
146.514,0.643017,1.04167
146.614,0.664289,1.04245
146.714,0.685935,1.00056
146.814,0.719833,0.91874
146.914,0.760158,0.835187
147.014,0.838659,0.751554
147.114,0.927731,0.668854
147.214,1.10299,0.596894
147.314,1.5188,0.549501
147.415,2.19819,0.523013
147.515,3.06429,0.507513
147.615,3.94697,0.493719
147.716,4.70291,0.482409
147.816,5.27694,0.471501
147.916,5.65787,0.463343
148.016,5.90985,0.459323
148.116,5.99902,0.456938
148.216,6.01927,0.455704
148.316,6.01187,1.18593
148.417,5.91699,1.18346
148.518,5.87081,1.1806
148.618,5.87435,1.1778
148.718,5.86296,1.17445
148.822,5.85013,1.1707
148.922,5.85937,1.16741
149.022,5.92417,1.16489
149.123,6.02925,1.16262
149.223,6.19037,1.16055
149.323,6.37558,1.15887
149.423,6.61103,1.15751
149.523,6.88038,1.156
149.623,7.14547,1.15382
149.723,7.44961,1.15103
149.823,7.90166,1.14904
149.923,8.45319,1.1466
150.023,9.13199,1.14307
150.123,9.9548,1.13833
150.223,10.9095,1.13072
150.323,12.0245,1.09209
150.423,13.3837,1.04785
150.524,15.1262,1.00161
150.624,17.4169,0.955071
150.724,20.4031,0.909271
150.825,24.3087,0.863991
150.925,29.1654,0.822029
151.026,35.1599,0.783151
151.126,41.9875,0.74862
151.226,49.4471,0.718024
151.326,57.0443,0.691683
151.426,64.2194,0.669022
151.527,70.1711,0.651139
151.627,74.2356,0.637345
151.727,75.9538,0.627952
151.828,76.1411,0.621932
151.929,75.7211,0.618072
152.029,75.3106,0.616138
152.129,75.0752,0.617058
152.234,75.0163,0.619711
152.334,74.9784,0.622186
152.435,74.9538,0.623689
152.535,74.9328,0.624798
152.635,74.9161,0.62571
152.735,74.9,0.626594
152.835,74.909,0.62738
152.935,74.9088,0.627737
153.035,74.9112,0.627833
153.135,74.912,0.62791
153.235,74.9115,0.628003
153.339,74.9092,1.00389
153.439,74.9994,1.00362
153.539,75.1735,1.00326
153.639,75.2631,1.00292
153.74,75.3284,1.00252
153.84,75.3602,1.00214
153.94,75.3845,1.00179
154.04,75.439,1.00153
154.14,75.5309,1.00142
154.24,75.6768,1.0014
154.34,75.8232,1.00142
154.44,75.8053,1.00137
154.54,75.7084,1.0013
154.641,75.5592,1.00123
154.741,75.4006,1.00114
154.841,75.2262,1.00108
154.943,75.0688,1.00104
155.044,74.939,1.00101
155.145,74.8392,1.001
155.248,74.7987,1.00099
155.348,74.7684,1.00099
155.449,74.7399,1.00099
155.55,74.7097,1.00099
155.651,74.6655,1.00099
155.752,74.634,1.00099
155.852,74.6009,1.00098
155.952,74.5645,1.00098
156.053,74.532,1.00098
156.155,74.5245,1.00099
156.257,74.5214,1.00099
156.357,74.5187,1.00099
156.458,74.5173,1.00099
156.56,74.5162,1.00099
156.66,74.5151,1.00099
156.76,74.5144,1.00099
156.862,74.5135,1.00099
156.963,74.5131,1.00099
157.063,74.5129,1.00099
157.163,74.5124,1.00099
157.263,74.5123,1.00099
157.363,74.5118,1.00099
157.463,74.5117,1.00099
157.563,74.511,1.00099
157.663,74.511,1.00099
157.763,74.5112,1.00099
157.863,74.5109,1.00099
157.963,74.5104,1.00099
158.063,74.5106,1.00099
158.163,74.5101,1.00099
158.264,74.5101,1.00099
158.374,74.6812,1.70454
158.474,74.7514,1.69556
158.574,74.9709,1.68126
158.676,75.2126,1.6623
158.776,75.1788,1.64058
158.901,74.5005,1.59728
159.001,73.3483,1.54932
159.101,71.9797,1.49786
159.201,71.4346,1.44301
159.302,71.262,1.3854
159.402,70.6151,1.32862
159.502,70.435,1.2748
159.603,71.534,1.20998
159.703,74.1247,1.13339
159.803,78.0352,1.04868
159.903,82.6162,0.963174
160.003,87.306,0.882985
160.105,92.1962,0.808899
160.205,97.3288,0.742999
160.307,103.26,0.679759
160.407,109.398,0.623454
160.507,115.296,0.579376
160.607,120.639,0.545272
160.709,125.169,0.520473
160.81,128.728,0.501667
160.912,131.282,0.490919
161.014,133.011,0.483587
161.116,133.792,0.479161
161.216,134.193,0.477058
161.316,134.491,0.475355
161.416,134.681,0.474449
161.516,134.778,0.473836
161.616,134.818,0.473398
161.716,134.838,0.473074
161.816,134.858,0.472814
161.917,134.873,0.472598
162.017,134.886,0.472428
162.117,134.901,0.472236
162.217,134.91,0.472111
162.317,134.917,0.472031
162.417,134.922,0.471971
162.517,134.924,0.471932
162.617,134.926,0.471905
162.717,134.928,0.471888
162.817,134.93,0.471859
162.92,134.931,0.471842
163.02,134.931,0.47184
163.12,134.932,0.471832
163.22,134.932,0.471827
163.322,134.795,1.73205
163.422,133.486,1.73205
163.526,131.318,1.73205
163.628,128.347,1.73205
163.728,124.669,1.73205
163.829,120.383,1.73205
163.929,115.9,1.73205
164.029,111.463,1.73205
164.129,107.38,1.73205
164.232,103.685,1.73205
164.334,100.602,1.73205
164.434,97.6805,1.73205
164.534,94.7286,1.73205
164.634,91.9875,1.73205
164.734,89.4985,1.73205
164.834,87.0634,1.73205
164.934,84.3933,1.73205
165.034,81.1831,1.73205
165.134,77.0874,1.73205
165.235,71.7527,1.73205
165.335,67.6824,1.73205
165.435,63.9545,1.73205
165.535,58.4985,1.73205
165.635,52.0489,1.65626
165.735,45.3974,1.58671
165.835,39.5162,1.53399
165.935,34.5179,1.49946
166.035,29.6844,1.48149
166.135,24.9743,1.47497
166.235,21.0009,1.47436
166.335,17.6508,1.47777
166.435,14.8483,1.45757
166.535,12.6559,1.42549
166.636,10.6987,1.39616
166.737,8.92818,1.37677
166.837,7.62601,1.36681
166.937,6.77586,1.36129
167.037,6.29609,1.35909
167.137,6.06054,1.35799
167.238,6.00363,1.3574
167.339,5.97416,1.35707
167.441,5.94456,1.35666
167.541,5.91658,1.35636
167.641,5.85625,1.35588
167.741,5.80285,1.35542
167.841,5.76612,1.3551
167.941,5.74676,1.35499
168.041,5.74162,1.35486
168.141,5.74219,1.35475
168.241,5.74285,1.35465
168.346,5.68907,1.16191
168.446,5.41013,1.1437
168.548,4.88801,1.11199
168.648,4.22922,1.06929
168.748,3.63155,1.0207
168.848,3.11615,0.968067
168.948,2.56909,0.907177
169.048,1.98458,0.837963
169.148,1.4086,0.765123
169.251,0.944416,0.697202
169.353,0.666181,0.647204
169.453,0.517259,0.615466
169.556,0.45013,0.597549
169.656,0.437128,0.591615
169.756,0.44837,0.591498
169.856,0.458276,0.592017
169.958,0.465261,0.591999
170.058,0.467277,0.591525
170.158,0.466889,0.590876
170.258,0.466347,0.589921
170.358,0.46604,0.588706
170.458,0.465353,0.587321
170.558,0.46435,0.585938
170.658,0.464834,0.584613
170.763,0.46289,0.583217
170.868,0.456921,0.581629
170.968,0.452306,0.57987
171.071,0.439621,0.577027
171.173,0.423365,0.57388
171.275,0.420853,0.57145
171.375,0.426173,0.569022
171.475,0.43361,0.566171
171.575,0.441348,0.563297
171.675,0.449101,0.560475
171.775,0.45724,0.557525
171.875,0.465449,0.554499
171.975,0.4719,0.552167
172.075,0.476708,0.550446
172.175,0.4816,0.548638
172.275,0.486982,0.546645
172.375,0.492132,0.544723
172.475,0.496738,0.54302
172.575,0.501091,0.541429
172.675,0.505237,0.539867
172.775,0.509389,0.538251
172.875,0.515097,0.536195
172.975,0.520517,0.534029
173.075,0.525001,0.532248
173.175,0.528648,0.53069
173.275,0.531008,0.529654
173.38,0.529391,1.4575
173.48,0.525608,1.45771
173.581,0.523172,1.45785
173.681,0.520548,1.45799
173.782,0.517498,1.45816
173.885,0.514254,1.45834
173.985,0.509709,1.45858
174.085,0.504634,1.45886
174.185,0.499676,1.45916
174.285,0.493427,1.45953
174.385,0.48797,1.45998
174.485,0.484272,1.46042
174.586,0.484792,1.46083
174.686,0.484381,1.46123
174.786,0.486188,1.44835
174.886,0.488612,1.43004
174.986,0.493172,1.41086
175.086,0.50078,1.39118
175.186,0.508843,1.37092
175.286,0.520121,1.35035
175.386,0.535647,1.33
175.486,0.554814,1.30983
175.586,0.579939,1.27994
175.687,0.614682,1.24019
175.787,0.66328,1.20258
175.887,0.713641,1.16675
175.988,0.763365,1.13252
176.088,0.826835,1.1016
176.191,0.924458,1.0714
176.291,1.03807,1.04136
176.393,1.1742,1.01548
176.493,1.30871,0.997685
176.593,1.44831,0.984065
176.693,1.61149,0.971364
176.793,1.75618,0.964071
176.893,1.89338,0.95699
176.994,2.01756,0.951563
177.094,2.12007,0.946973
177.194,2.15514,0.946185
177.298,2.15891,0.946198
177.398,2.15727,0.946176
177.506,2.15623,0.946158
177.606,2.15624,0.946151
177.707,2.15628,0.946142
177.807,2.15625,0.946134
177.908,2.15627,0.946127
178.008,2.15646,0.946107
178.109,2.15673,0.946008
178.21,2.15717,0.94593
178.313,2.14647,1.22532
178.416,2.04396,1.22062
178.519,1.87434,1.2113
178.62,1.65134,1.19875
178.724,1.39703,1.18353
178.824,1.15351,1.16756
178.923,0.933019,1.14527
179.024,0.745081,1.11071
179.124,0.585053,1.08325
179.225,0.448422,1.06516
179.327,0.382178,1.04697
179.428,0.377429,1.03836
179.528,0.382827,1.03495
179.628,0.384752,1.03323
179.728,0.383575,1.03227
179.828,0.380254,1.03159
179.93,0.374879,1.03099
180.03,0.367447,1.03036
180.13,0.358131,1.02958
180.23,0.350203,1.0289
180.33,0.344731,1.02846
180.43,0.341116,1.02821
180.53,0.337973,1.02798
180.63,0.334528,1.02768
180.73,0.332665,1.02755
180.83,0.332429,1.02753
180.93,0.332456,1.02753
181.03,0.332478,1.02753
181.131,0.332491,1.02753
181.231,0.332496,1.02753
181.332,0.332494,1.02754
181.433,0.332518,1.02754
181.532,0.332515,1.02753
181.632,0.332535,1.02754
181.733,0.332513,1.02754
181.834,0.332531,1.02754
181.935,0.332539,1.02754
182.037,0.332534,1.02754
182.137,0.332546,1.02754
182.237,0.332547,1.02754
182.337,0.332534,1.02754
182.438,0.33254,1.02754
182.539,0.332554,1.02754
182.639,0.332555,1.02754
182.738,0.332531,1.02754
182.838,0.332552,1.02754
182.938,0.332555,1.02754
183.039,0.332569,1.02754
183.139,0.332554,1.02754
183.241,0.332546,1.02754
183.346,0.33895,1.40842
183.446,0.378489,1.40197
183.551,0.456813,1.39005
183.652,0.568216,1.37484
183.752,0.715453,1.35713
183.852,0.899423,1.33754
183.952,1.12083,1.31682
184.052,1.36978,1.29653
184.152,1.63657,1.27753
184.253,1.91846,1.25992
184.352,2.20451,1.24432
184.452,2.48561,1.23103
184.552,2.7624,1.2198
184.653,3.03077,1.21065
184.753,3.28472,1.19949
184.853,3.52404,1.18572
184.953,3.74557,1.17268
185.053,3.95974,1.16002
185.155,4.20608,1.14736
185.254,4.49288,1.13433
185.355,4.75088,1.12289
185.455,5.02792,1.11236
185.555,5.32261,1.10166
185.656,5.63993,1.09042
185.758,5.9774,1.079
185.861,6.34323,1.06732
185.962,6.72182,1.05577
186.062,7.12847,1.04357
186.162,7.59813,1.02916
186.262,8.07656,1.01473
186.363,8.58608,1.00019
186.464,9.02807,0.989079
186.566,9.47368,0.978052
186.666,9.94605,0.966639
186.769,10.4277,0.955356
186.87,10.9523,0.942125
186.971,11.4278,0.930811
187.071,11.915,0.919166
187.175,12.3901,0.90855
187.275,12.8802,0.897874
187.375,13.3803,0.887754
187.475,13.7989,0.880434
187.577,14.2077,0.873334
187.677,14.6833,0.864762
187.777,15.1475,0.856346
187.877,15.7037,0.846824
187.977,16.2926,0.837676
188.077,16.747,0.830876
188.177,17.0761,0.824638
188.277,17.2742,0.820393
188.383,16.957,1.72136
188.483,15.9919,1.71083
188.583,14.4904,1.69432
188.683,12.5892,1.67403
188.783,10.3244,1.64986
188.883,7.86395,1.62223
188.983,5.43006,1.59194
189.083,3.24851,1.5615
189.184,1.55637,1.53331
189.284,0.522226,1.50925
189.384,0.0956708,1.47416
189.486,0.0522548,1.44446
189.586,0.129523,1.38176
189.686,0.153828,1.27045
189.786,0.0997955,1.16459
189.886,0.0578391,1.08172
189.987,0.0618634,1.02372
190.087,0.103756,0.983219
190.187,0.176005,0.952546
190.287,0.265037,0.926882
190.387,0.344688,0.903444
190.488,0.403221,0.881058
190.589,0.426351,0.858221
190.689,0.429543,0.835407
190.789,0.429719,0.812935
190.889,0.42642,0.791946
190.989,0.420097,0.772197
191.089,0.41582,0.754725
191.19,0.412656,0.739342
191.29,0.410507,0.726134
191.391,0.408569,0.714524
191.492,0.406327,0.704309
191.594,0.402522,0.694795
191.693,0.398232,0.686523
191.794,0.394406,0.679435
191.895,0.391467,0.673309
191.997,0.389433,0.668178
192.097,0.386527,0.663487
192.198,0.380905,0.658811
192.298,0.374331,0.654464
192.401,0.367821,0.649825
192.501,0.358143,0.644896
192.601,0.348353,0.640199
192.702,0.338805,0.635802
192.802,0.324956,0.631616
192.902,0.315846,0.627851
193.002,0.31011,0.623965
193.103,0.310565,0.619895
193.202,0.307906,0.613661
193.305,0.296328,1.7218
193.406,0.265016,1.7046
193.507,0.263316,1.68457
193.607,0.307893,1.66285
193.707,0.378582,1.63562
193.807,0.476842,1.60414
193.907,0.616315,1.56995
194.007,0.81967,1.53441
194.107,1.13646,1.50014
194.208,1.6389,1.46871
194.309,2.38108,1.44264
194.409,3.49444,1.4248
194.51,5.11965,1.41569
194.617,7.53732,1.4148
194.72,10.5757,1.40634
194.82,14.0999,1.3592
194.92,18.2083,1.32118
195.02,23.0288,1.29209
195.12,28.3656,1.27047
195.22,33.9029,1.25486
195.32,39.4031,1.24454
