Time,Manipulability,Error
95.3765,30.0183,0.415933
95.4765,29.9812,0.415967
95.5766,30.0025,0.416358
95.6766,29.9835,0.416519
95.7766,29.9919,0.41683
95.8769,30.0018,0.417201
95.9766,29.992,0.417442
96.0786,29.9951,0.417819
96.18,29.9964,0.418105
96.2796,30.0164,0.418581
96.3837,30.0156,0.418909
96.4838,29.976,0.418996
96.5836,30.0056,0.419452
96.6836,29.9934,0.419718
96.784,29.9995,0.419971
96.8836,29.9979,0.420273
96.9838,29.9874,0.420403
97.0846,30.0162,0.420812
97.1846,29.9811,0.420856
97.2848,30.017,0.421204
97.3849,29.9749,0.421091
97.4849,30.0067,0.421335
97.5857,29.9774,0.421369
97.6859,30.0014,0.421539
97.7856,29.9969,0.421715
97.8927,30.1247,1.03062
97.9988,30.0528,1.02762
98.0991,30.0024,1.02597
98.199,30.002,1.02523
98.2988,30.0143,1.02507
98.401,29.9621,1.02553
98.5007,30.0058,1.02486
98.601,29.9984,0.988478
98.7007,30.0208,0.955872
98.801,30.0723,0.926981
98.9007,30.0225,0.900801
99.0007,30.0421,0.876919
99.1007,30.2576,0.855307
99.2028,30.5784,0.835611
99.3031,30.9038,0.818189
99.4038,31.3584,0.80154
99.5038,31.921,0.785635
99.6038,32.4579,0.770727
99.7041,33.0375,0.756458
99.8041,33.6828,0.742566
99.9038,34.321,0.72963
100.004,34.9964,0.717201
100.104,35.751,0.70517
100.204,36.4376,0.694127
100.304,37.1682,0.683235
100.404,37.94,0.672496
100.504,38.6509,0.662286
100.604,39.4092,0.652258
100.705,40.1769,0.642684
100.805,40.91,0.633362
100.908,41.6965,0.623851
101.008,42.3862,0.61542
101.108,43.1041,0.607014
101.208,43.8555,0.598665
101.309,44.5286,0.590592
101.41,45.2217,0.582559
101.51,45.8899,0.574998
101.61,46.5106,0.567838
101.71,47.1585,0.560552
101.811,47.7814,0.553498
101.913,48.37,0.546735
102.013,48.9558,0.540199
102.113,49.5132,0.534226
102.215,50.0352,0.5285
102.315,50.5509,0.523012
102.415,51.0869,0.517494
102.515,51.5256,0.512629
102.615,51.9947,0.507484
102.715,52.4616,0.502349
102.815,52.8835,0.497486
102.924,54.9231,1.19116
103.024,57.0076,1.16644
103.124,58.916,1.1261
103.225,60.6783,1.04927
103.325,62.1732,0.983235
103.425,63.8186,0.924033
103.525,65.4938,0.871678
103.625,67.1732,0.824925
103.727,68.8292,0.781712
103.827,70.4383,0.742645
103.931,72.0284,0.70501
104.031,73.5046,0.67123
104.131,74.9424,0.639179
104.231,76.2953,0.609178
104.332,77.6051,0.580743
104.432,78.8027,0.554477
104.532,79.9373,0.529746
104.633,80.9759,0.506644
104.733,81.9416,0.485138
104.833,82.8122,0.465289
104.933,83.6158,0.446701
105.033,84.3612,0.429173
105.133,85.0236,0.412743
105.233,85.6232,0.39735
105.333,86.1504,0.383139
105.434,86.6493,0.36961
105.536,87.1145,0.35686
105.637,87.529,0.344922
105.743,87.905,0.333287
105.844,88.2185,0.322795
105.945,88.4979,0.312674
106.047,88.7446,0.302892
106.147,88.964,0.294177
106.247,89.1947,0.285994
106.349,89.403,0.278417
106.45,89.5914,0.271136
106.55,89.7539,0.264183
106.651,89.8994,0.258127
106.75,90.0211,0.252671
106.851,90.1298,0.246695
106.952,90.2295,0.241235
107.054,90.3168,0.236477
107.154,90.4129,0.231541
107.255,90.5026,0.226537
107.356,90.5649,0.222312
107.458,90.6172,0.218307
107.557,90.6544,0.214126
107.657,90.6772,0.210359
107.757,90.707,0.207073
107.86,90.7261,1.30434
107.96,90.2706,1.24869
108.063,89.5308,1.17587
108.163,88.8427,1.106
108.263,88.2076,1.0397
108.363,87.659,0.978258
108.463,87.177,0.92112
108.563,86.7449,0.868015
108.663,86.3663,0.818683
108.763,86.0514,0.773085
108.863,85.7687,0.730426
108.963,85.5386,0.691275
109.063,85.3347,0.654693
109.171,85.134,0.617801
109.272,84.9716,0.585593
109.372,84.8619,0.556094
109.472,84.7885,0.528635
109.572,84.7355,0.503107
109.672,84.6909,0.479085
109.775,84.6556,0.455868
109.875,84.6288,0.434664
109.975,84.6093,0.414746
110.075,84.5929,0.395728
110.176,84.5803,0.377921
110.278,84.5736,0.361185
110.378,84.568,0.345604
110.478,84.5638,0.330863
110.578,84.5625,0.317179
110.679,84.5608,0.303795
110.78,84.5585,0.29142
110.879,84.5583,0.279637
110.98,84.5584,0.268603
111.08,84.5586,0.258021
111.18,84.5597,0.248003
111.281,84.5606,0.23858
111.381,84.563,0.229879
111.481,84.564,0.221621
111.581,84.5653,0.213868
111.681,84.5669,0.20654
111.782,84.5679,0.199585
111.882,84.5693,0.193244
111.983,84.5713,0.187028
112.088,84.5729,0.180962
112.19,84.5755,0.17562
112.291,84.5774,0.170529
112.39,84.5798,0.165717
112.49,84.5818,0.161434
112.591,84.5839,0.157511
112.692,84.585,0.1539
112.793,84.5867,0.150231
112.899,84.919,1.21077
113.001,85.7563,1.18665
113.101,86.5925,1.16406
113.2,87.412,1.14513
113.3,88.2387,1.12905
113.402,89.0545,1.11578
113.503,89.8765,1.10456
113.604,90.6681,1.09526
113.704,91.4316,1.08741
113.804,92.1485,1.08061
113.905,92.8113,1.07474
114.005,93.4025,1.06996
114.105,93.9367,1.06607
114.205,94.41,1.06298
114.305,94.8246,1.0605
114.405,95.182,1.03335
114.505,95.4766,0.985816
114.606,95.7157,0.942716
114.706,95.9109,0.904382
114.806,96.0481,0.870089
114.906,96.1615,0.838883
115.006,96.2456,0.810907
115.106,96.2918,0.784548
115.206,96.3572,0.76042
115.307,96.3921,0.737912
115.407,96.398,0.716673
115.507,96.4571,0.697656
115.607,96.461,0.679611
115.707,96.4962,0.66267
115.807,96.489,0.646648
115.909,96.5348,0.631646
116.009,96.5559,0.617824
116.109,96.5565,0.604577
116.209,96.5678,0.592098
116.309,96.5645,0.580598
116.409,96.5009,0.569277
116.509,96.5349,0.559257
116.609,96.5508,0.549913
116.709,96.5382,0.54047
116.809,96.5536,0.532132
116.909,96.517,0.524212
117.01,96.4442,0.515774
117.111,96.4143,0.508287
117.211,96.3928,0.501665
117.311,96.3276,0.494735
117.411,96.2677,0.488224
117.511,96.2303,0.482592
117.612,96.1493,0.477198
117.712,96.0347,0.471252
117.812,95.9704,0.466414
117.919,95.0511,1.49215
118.02,92.1806,1.48409
118.125,88.3862,1.46531
118.225,84.5939,1.39888
118.325,81.1212,1.313
118.426,78.0456,1.2305
118.526,75.5656,1.15511
118.626,73.4706,1.08555
118.726,71.6484,1.02113
118.826,70.0051,0.961962
118.927,68.6006,0.906856
119.027,67.411,0.856811
119.13,66.3053,0.809318
119.231,65.3316,0.76643
119.334,64.3781,0.72618
119.435,63.4442,0.689714
119.535,62.5184,0.656075
119.635,61.6077,0.625223
119.736,60.6985,0.596349
119.836,59.8623,0.569637
119.936,59.0671,0.545414
120.036,58.2671,0.522877
120.137,57.4723,0.501994
120.237,56.6656,0.482479
120.337,55.8521,0.464454
120.437,55.0155,0.447587
120.537,54.2023,0.432148
120.637,53.4124,0.417713
120.738,52.603,0.404406
120.839,51.9503,0.39225
120.939,51.28,0.381263
121.042,50.6949,0.370769
121.142,50.0698,0.361527
121.244,49.4545,0.352752
121.346,48.9061,0.344373
121.446,48.3081,0.336849
121.546,47.7586,0.330039
121.649,47.2218,0.323098
121.749,46.7472,0.316777
121.849,46.2349,0.311074
121.949,45.7003,0.305986
122.049,45.1541,0.301268
122.149,44.6041,0.296899
122.249,44.1665,0.293116
122.349,43.7856,0.289258
122.45,43.4295,0.285445
122.552,43.0808,0.281777
122.653,42.7565,0.278462
122.753,42.3931,0.275444
122.857,42.4559,1.42854
122.958,43.5641,1.41852
123.06,45.2516,1.39842
123.16,47.0764,1.38098
123.261,48.803,1.36673
123.365,50.1511,1.35497
123.469,51.1958,1.34598
123.569,51.7398,1.33896
123.669,52.0727,1.33325
123.769,52.0643,1.32889
123.869,51.7554,1.32481
123.969,51.3246,1.30493
124.069,50.7388,1.27712
124.17,49.9218,1.25168
124.273,48.9904,1.22844
124.374,48.0458,1.20809
124.475,47.0079,1.18923
124.575,45.8939,1.1727
124.675,44.8308,1.1577
124.775,43.6531,1.14376
124.875,42.5581,1.13089
124.975,41.445,1.11971
125.075,40.2789,1.10927
125.177,39.1845,1.09944
125.277,38.0767,1.09036
125.377,37.0611,1.0825
125.48,35.9365,1.07452
125.58,34.9571,1.06778
125.68,33.9794,1.06137
125.782,33.1015,1.05564
125.884,32.1231,1.04962
125.984,31.2492,1.04442
126.084,30.4596,1.03985
126.185,30.0542,1.03705
126.286,29.9926,1.03658
126.387,30.0531,1.0365
126.487,29.9799,1.03597
126.588,29.9678,1.03569
126.688,30.0296,1.03551
126.79,29.9933,1.03489
126.89,29.9611,1.03436
126.997,29.9919,1.03371
127.105,29.9818,1.03295
127.205,30.0094,1.03231
127.306,30.0148,1.03171
127.405,30.011,1.03112
127.505,29.9869,1.03056
127.606,29.9508,1.02996
127.706,29.9608,1.02952
127.806,30.0272,1.02919
127.909,31.9279,1.15551
128.01,35.1779,1.14251
128.112,38.3713,1.13388
128.213,41.1689,1.12944
128.32,43.7658,1.12763
128.422,45.9636,1.1281
128.526,47.9875,1.13036
128.629,49.6734,1.13388
128.731,51.3448,1.1381
128.831,52.8205,1.1428
128.931,54.2445,1.10261
129.032,55.4256,1.06073
129.135,56.6618,1.02167
129.237,57.9425,0.985975
129.337,58.9452,0.954235
129.44,59.9361,0.92401
129.54,60.8956,0.896658
129.646,61.6774,0.870835
129.745,62.45,0.847633
129.845,63.2149,0.825943
129.945,63.9738,0.805616
130.047,64.5204,0.787141
130.148,65.0127,0.770078
130.248,65.5893,0.753671
130.347,66.1795,0.738615
130.447,66.7765,0.72402
130.547,67.2124,0.711343
130.651,67.5092,0.699629
130.752,67.7786,0.689152
130.851,68.0855,0.679363
130.952,68.4127,0.670177
131.051,68.8063,0.661433
131.152,69.179,0.653567
131.255,69.6109,0.645372
131.355,70.073,0.637855
131.455,70.5603,0.630576
131.555,70.9497,0.624328
131.655,71.223,0.619249
131.755,71.4818,0.614486
131.855,71.7236,0.610302
131.956,71.9752,0.606379
132.056,72.2061,0.602355
132.156,72.4032,0.598504
132.257,72.6636,0.594554
132.367,73.0146,0.590124
132.468,73.3009,0.58633
132.57,73.6025,0.582914
132.672,74.0027,0.579513
132.776,74.4567,0.576117
132.88,73.696,1.5234
132.98,66.4144,1.51565
133.08,58.3992,1.514
133.18,51.0153,1.51686
133.28,44.7372,1.52248
133.38,39.364,1.52977
133.48,34.905,1.53751
133.58,31.3139,1.51716
133.68,29.09,1.50079
133.78,28.6433,1.48844
133.88,28.5694,1.47878
133.983,28.5718,1.47119
134.084,28.5796,1.46542
134.189,28.59,1.46082
134.289,28.6002,1.45731
134.39,28.6077,1.45429
134.495,28.6102,1.45157
134.595,28.611,1.44935
134.697,28.6129,1.44737
134.797,28.6178,1.44571
134.897,28.6227,1.44423
134.999,28.6267,1.44299
135.099,28.6292,1.44198
135.199,28.6329,1.44108
135.302,28.6371,1.44021
135.402,28.6396,1.43944
135.504,28.6443,1.4387
135.604,28.6494,1.43798
135.704,28.6538,1.4373
135.804,28.6575,1.43667
135.904,28.6614,1.43611
136.004,28.664,1.43563
136.104,28.665,1.43519
136.204,28.6648,1.43479
136.304,28.6644,1.43439
136.405,28.6641,1.43399
136.505,28.663,1.43363
136.606,28.6623,1.4333
136.706,28.6622,1.43305
136.806,28.6623,1.4328
136.906,28.6616,1.43258
137.006,28.6613,1.43242
137.106,28.6615,1.43228
137.206,28.6604,1.43215
137.306,28.661,1.43204
137.406,28.6609,1.43193
137.506,28.6608,1.43182
137.606,28.6613,1.43173
137.706,28.661,1.43167
137.806,28.6606,1.43162
137.911,28.4798,1.20542
138.011,28.0373,1.19192
138.111,27.5461,1.18156
138.211,27.0911,1.1747
138.311,26.6827,1.17108
138.412,26.3226,1.16923
138.512,26.0261,1.16858
138.613,25.7699,1.1686
138.713,25.5401,1.16888
138.813,25.3535,1.165
138.913,25.1858,1.16213
139.015,25.0601,1.16005
139.115,24.9783,1.15871
139.216,24.9123,1.15774
139.316,24.8456,1.157
139.417,24.7677,1.1563
139.518,24.6968,1.15575
139.618,24.6439,1.15557
139.718,24.6061,1.15549
139.818,24.5836,1.15558
139.918,24.5682,1.1557
140.024,24.5558,1.15583
140.124,24.5445,1.15597
140.224,24.5344,1.15617
140.324,24.5264,1.15641
140.424,24.521,1.15676
140.524,24.5122,1.15716
140.625,24.5067,1.15774
140.725,24.5011,1.15831
140.825,24.4959,1.15889
140.925,24.4881,1.15941
141.025,24.4811,1.15985
141.125,24.4729,1.16024
141.225,24.465,1.16051
141.325,24.4572,1.16068
141.425,24.4492,1.16073
141.525,24.4404,1.16074
141.625,24.4333,1.16076
141.725,24.4249,1.16073
141.825,24.4195,1.16072
141.926,24.4143,1.16071
142.026,24.4117,1.16071
142.126,24.4099,1.16067
142.226,24.4087,1.16064
142.326,24.4082,1.16061
142.426,24.4072,1.16056
142.526,24.4078,1.16052
142.626,24.4068,1.16048
142.726,24.4067,1.16045
142.826,24.4066,1.31263
142.93,24.4906,1.302
143.034,23.882,1.27792
143.135,22.9767,1.25216
143.236,22.0806,1.2273
143.336,21.2173,1.20518
143.436,20.4217,1.18521
143.536,19.7333,1.16708
143.636,19.1148,1.15084
143.737,18.492,1.13588
143.837,17.9668,1.12237
143.939,17.5398,1.10992
144.038,17.1327,1.09903
144.141,16.7267,1.08867
144.241,16.4019,1.07968
144.344,16.1732,1.07163
144.444,15.942,1.06478
144.544,15.8661,1.05078
144.655,16.0389,0.989371
144.756,16.3675,0.940062
144.858,16.7658,0.89566
144.959,17.2253,0.85721
145.06,17.7541,0.823085
145.161,18.2918,0.79348
145.264,18.8615,0.766025
145.368,19.4738,0.741511
145.47,20.0243,0.720263
145.57,20.5847,0.702195
145.67,21.1657,0.685694
145.771,21.7217,0.671036
145.871,22.2219,0.657709
145.973,22.7789,0.645153
146.075,23.3437,0.634305
146.176,23.8739,0.62455
146.276,24.3655,0.615561
146.376,24.8756,0.607188
146.477,25.4304,0.599916
146.577,25.8795,0.593511
146.679,26.2814,0.58733
146.778,26.7321,0.581762
146.878,27.1212,0.576568
146.98,27.5393,0.572266
147.08,28.0194,0.568685
147.18,28.3912,0.564391
147.28,28.6787,0.560327
147.381,28.9592,0.556788
147.48,29.2919,0.553975
147.582,29.7111,0.551233
147.681,29.9798,0.54813
147.784,30.0102,0.542642
147.887,30.195,1.14174
147.994,30.9111,1.12716
148.097,32.1986,1.11451
148.197,33.8067,1.10407
148.297,35.4997,1.09492
148.397,37.3037,1.08728
148.498,39.1139,1.08073
148.597,40.8629,1.0752
148.702,42.566,1.06246
148.801,44.1123,1.02759
148.902,45.5727,0.99454
149.003,46.9651,0.963632
149.103,48.2396,0.934776
149.203,49.4367,0.907553
149.304,50.6078,0.881775
149.403,51.7733,0.858202
149.504,52.9054,0.836465
149.604,54.057,0.816614
149.705,55.1527,0.798593
149.805,56.2286,0.781928
149.905,57.2614,0.767246
150.004,58.2713,0.753371
150.104,59.1953,0.740754
150.204,60.1015,0.72936
150.304,61.0144,0.718235
150.406,61.8179,0.708701
150.507,62.6468,0.699729
150.607,63.4797,0.692144
150.706,64.2846,0.684484
150.807,64.9919,0.677755
150.907,65.619,0.671674
151.007,66.2458,0.665681
151.11,66.8365,0.660134
151.211,67.3507,0.654628
151.313,67.7776,0.650186
151.415,68.1404,0.64638
151.516,68.5027,0.643088
151.616,68.8551,0.640695
151.716,69.1979,0.638287
151.818,69.5623,0.63571
151.918,69.9133,0.633662
152.018,70.2203,0.631638
152.118,70.4651,0.629448
152.219,70.6663,0.628018
152.32,70.8144,0.626825
152.42,70.9693,0.625427
152.52,71.1242,0.624026
152.62,71.2915,0.622439
152.721,71.4577,0.620886
152.821,71.629,1.00061
152.927,71.8323,1.00061
153.027,72.2029,1.00062
153.129,72.5755,1.00067
153.229,72.9154,1.00075
153.332,73.2282,1.00084
153.433,73.5044,1.00097
153.536,73.7585,1.00113
153.637,73.9568,1.00132
153.738,74.1498,1.00156
153.838,74.2833,1.00183
153.938,74.3116,1.00212
154.038,74.3275,1.00241
154.138,74.3427,1.00271
154.24,74.3728,1.003
154.34,74.4111,1.0033
154.44,74.4374,1.0036
154.54,74.4661,1.00389
154.64,74.4652,1.00413
154.74,74.4535,1.00437
154.842,74.4505,1.00459
154.942,74.4602,1.00477
155.042,74.475,1.00493
155.142,74.493,1.00509
155.242,74.5063,1.00525
155.342,74.5121,1.00541
155.442,74.523,1.00556
155.542,74.5406,1.00569
155.645,74.5661,1.0058
155.746,74.5875,1.00589
155.847,74.604,1.00598
155.947,74.6139,1.00607
156.047,74.6257,1.00615
156.147,74.6356,1.00623
156.247,74.6395,1.0063
156.347,74.6412,1.00637
156.448,74.6433,1.00644
156.548,74.6456,1.0065
156.648,74.6471,1.00656
156.748,74.6587,1.00662
156.849,74.673,1.00667
156.951,74.6958,1.00669
157.051,74.7157,1.00671
157.151,74.727,1.00672
157.251,74.735,1.00674
157.351,74.7432,1.00676
157.452,74.752,1.00677
157.553,74.7608,1.00678
157.653,74.7696,1.00679
157.753,74.7768,1.00679
157.857,74.5986,1.72655
157.959,74.7546,1.67019
158.06,74.1911,1.58206
158.162,73.4867,1.50206
158.263,72.7769,1.43551
158.363,72.4197,1.37336
158.463,72.1927,1.32114
158.563,72.3325,1.27557
158.663,72.907,1.23412
158.763,73.8625,1.19546
158.863,75.0778,1.1593
158.963,76.4276,1.12529
159.064,77.8703,1.09297
159.164,79.3691,1.0631
159.264,80.9115,1.03491
159.365,82.4956,1.00804
159.466,84.1512,0.982943
159.566,85.911,0.959034
159.666,87.7045,0.936108
159.766,89.4272,0.914658
159.866,91.1006,0.894509
159.966,92.7954,0.875464
160.066,94.515,0.857273
160.167,96.2262,0.839525
160.267,97.7686,0.823224
160.367,99.2679,0.808052
160.467,100.793,0.793172
160.567,102.291,0.779408
160.667,103.774,0.765923
160.767,105.142,0.753509
160.867,106.384,0.742091
160.967,107.56,0.731034
161.068,108.635,0.720823
161.169,109.693,0.711016
161.27,110.677,0.702136
161.37,111.644,0.693305
161.47,112.57,0.685542
161.574,113.513,0.677651
161.675,114.389,0.670429
161.782,115.352,0.662532
161.884,116.222,0.655378
161.984,116.945,0.649651
162.086,117.591,0.64452
162.186,118.217,0.639224
162.296,118.826,0.633992
162.396,119.328,0.629543
162.499,119.836,0.624505
162.6,120.336,0.619616
162.702,120.795,0.615413
162.803,121.187,0.611981
162.906,118.989,1.73205
163.007,114.698,1.73205
163.106,110.243,1.73205
163.206,106.115,1.73205
163.306,102.415,1.73205
163.407,99.1929,1.73205
163.507,96.4018,1.73205
163.608,93.8285,1.73205
163.711,91.3009,1.73205
163.811,88.9185,1.73205
163.911,86.5713,1.73205
164.012,84.3028,1.73205
164.113,82.0469,1.73205
164.215,79.7451,1.73205
164.315,77.5287,1.73205
164.416,75.0477,1.73205
164.516,72.155,1.73205
164.616,68.5473,1.73205
164.716,64.5336,1.73205
164.817,61.5633,1.73205
164.918,59.2943,1.73205
165.018,57.2983,1.73205
165.118,55.3598,1.73205
165.221,53.5466,1.72719
165.32,51.903,1.7214
165.42,50.3944,1.7168
165.52,49.0329,1.71362
165.62,47.7147,1.71154
165.72,46.5442,1.70822
165.821,45.3986,1.68352
165.921,44.4005,1.66298
166.022,43.5265,1.64598
166.122,42.7442,1.63145
166.223,42.0601,1.6191
166.327,41.4431,1.60818
166.427,40.8956,1.59904
166.528,40.3817,1.59109
166.627,39.883,1.58383
166.728,39.4052,1.57726
166.828,38.9842,1.57159
166.929,38.5568,1.56628
167.028,38.1817,1.56167
167.131,37.7652,1.55714
167.235,37.3391,1.55298
167.335,36.9477,1.54918
167.435,36.526,1.54554
167.536,36.1977,1.54239
167.636,35.8467,1.53934
167.737,35.4429,1.5363
167.838,35.0086,0.473551
167.939,35.9931,0.466348
168.039,36.9205,0.456832
168.139,37.5143,0.453688
168.241,37.9114,0.456792
168.346,38.2162,0.464351
168.446,38.4513,0.472686
168.548,38.6082,0.481344
168.648,38.7549,0.489442
168.748,38.7549,0.496454
168.849,38.7527,0.502785
168.948,38.735,0.507829
169.049,38.7328,0.512333
169.148,38.6157,0.515442
169.248,38.4636,0.51746
169.348,38.2924,0.51851
169.448,38.1001,0.519134
169.55,37.8797,0.519367
169.649,37.658,0.519356
169.75,37.439,0.519095
169.852,37.242,0.518318
169.952,37.0555,0.517527
170.055,36.8716,0.5165
170.158,36.7019,0.515364
170.259,36.544,0.51413
170.373,36.3833,0.512484
170.475,36.2384,0.511312
170.578,36.0958,0.509962
170.678,35.9627,0.508715
170.78,35.8406,0.507448
170.882,35.7393,0.5057
170.986,35.6365,0.504021
171.087,35.5306,0.502686
171.187,35.4385,0.500987
171.287,35.3486,0.499436
171.387,35.2537,0.49819
171.487,35.1769,0.496695
171.588,35.112,0.494823
171.688,35.0352,0.493475
171.788,34.9526,0.49242
171.888,34.8779,0.491073
171.989,34.8033,0.48973
172.09,34.7249,0.488701
172.191,34.667,0.487214
172.291,34.6134,0.485514
172.391,34.5455,0.484221
172.493,34.4726,0.482961
172.593,34.4049,0.481544
172.694,34.3369,0.480269
172.794,34.265,0.479248
172.901,33.4658,1.44634
173.002,32.5141,1.4213
173.102,31.8196,1.39314
173.202,31.3908,1.36683
173.302,31.1451,1.34386
173.405,31.1049,1.32456
173.506,31.1917,1.30899
173.606,31.3583,1.29691
173.707,31.5906,1.28722
173.807,31.8391,1.27998
173.907,32.1442,1.27482
174.007,32.4654,1.27125
174.109,32.8426,1.26925
174.212,33.1483,1.26845
174.312,33.4238,1.26855
174.412,33.6995,1.26949
174.513,33.941,1.27095
174.614,34.1523,1.27286
174.714,34.3912,1.27528
174.814,34.6569,1.27793
174.914,34.8798,1.28061
175.014,35.0731,1.2832
175.115,35.3608,1.28606
175.217,35.6513,1.28784
175.318,35.9122,1.27157
175.419,36.1953,1.25669
175.519,36.5711,1.24345
175.619,36.9717,1.23089
175.719,37.3637,1.21887
175.819,37.7511,1.20726
175.919,38.1042,1.19606
176.019,38.4513,1.18519
176.119,38.8287,1.17524
176.219,39.1789,1.16568
176.319,39.4879,1.1564
176.419,39.7626,1.14716
176.519,39.9995,1.13795
176.62,40.2463,1.129
176.72,40.5387,1.12044
176.821,40.8617,1.11229
176.922,41.1585,1.10413
177.022,41.4412,1.09623
177.124,41.7277,1.08818
177.226,41.9299,1.08007
177.328,42.0933,1.07192
177.428,42.2726,1.06419
177.53,42.5163,1.05668
177.63,42.7192,1.04937
177.73,42.8855,1.04229
177.83,43.0213,1.35306
177.93,42.1655,1.33688
178.038,40.8551,1.31237
178.139,39.596,1.29086
178.239,38.3811,1.2724
178.341,37.1827,1.25637
178.444,36.1477,1.24264
178.545,35.1126,1.23077
178.645,34.1879,1.22036
178.745,33.37,1.21131
178.845,32.5227,1.20318
178.946,31.7376,1.19462
179.047,31.0117,1.18122
179.147,30.398,1.17
179.247,30.0517,1.15973
179.347,30.0133,1.15163
179.448,30.0123,1.14445
179.549,30.0615,1.13774
179.649,29.9668,1.13225
179.749,30.0178,1.12687
179.86,30.038,1.1209
179.96,30.0297,1.11638
180.06,29.9796,1.11153
180.16,30,1.10689
180.261,30.0643,1.10247
180.362,29.9824,1.09852
180.462,30.0479,1.09483
180.562,30.0153,1.0909
180.662,30.069,1.08701
180.762,29.9826,1.08353
180.863,30.0811,1.07967
180.964,30.0173,1.07608
181.064,30.0229,1.07217
181.164,30.0295,1.06882
181.265,29.9824,1.06508
181.365,30.0413,1.06141
181.465,29.9861,1.05787
181.565,30.0275,1.05445
181.666,30.0299,1.05067
181.766,30.0662,1.04731
181.866,29.9732,1.04393
181.966,30.0255,1.04061
182.066,30.0168,1.03704
182.166,30.0132,1.03419
182.269,30.0256,1.03072
182.37,29.9761,1.02786
182.47,30.0663,1.02418
182.571,29.9686,1.02147
182.671,30.05,1.01815
182.773,29.9718,1.01516
182.878,29.9551,1.3362
182.978,30.5635,1.25475
183.08,31.8774,1.12876
183.18,33.3304,1.01306
183.28,34.658,0.913728
183.381,35.8794,0.830556
183.485,37.0114,0.759812
183.586,38.1719,0.703941
183.689,39.0821,0.658895
183.789,39.3484,0.625543
183.889,39.3115,0.600468
183.992,39.1599,0.580302
184.092,38.8785,0.564336
184.192,38.5678,0.552038
184.292,38.282,0.541749
184.392,37.9208,0.532318
184.495,37.4869,0.523762
184.596,37.1487,0.51631
184.696,36.7666,0.509629
184.796,36.2558,0.503152
184.898,35.8256,0.497385
184.998,35.4869,0.492236
185.098,35.0827,0.487211
185.198,34.4854,0.482591
185.298,33.9984,0.478265
185.399,33.4921,0.47408
185.502,32.9026,0.469743
185.605,32.4491,0.466179
185.707,32.0469,0.462842
185.808,31.5614,0.459609
185.908,30.9702,0.45639
186.009,30.4223,0.453692
186.11,30.0599,0.450616
186.21,30.0735,0.44809
186.31,30.0178,0.445454
186.411,30.041,0.443269
186.511,30.1241,0.441189
186.611,30.005,0.439331
186.712,29.9343,0.437876
186.812,30.0735,0.436422
186.912,30.1188,0.435132
187.015,30.1297,0.433856
187.115,30.1185,0.432683
187.217,30.1046,0.431599
187.319,30.0254,0.430475
187.42,29.9322,0.42954
187.521,29.9526,0.428846
187.623,29.9901,0.428067
187.723,30.0402,0.427407
187.825,30.11,1.73205
187.93,30.7838,1.73205
188.029,30.9914,1.73205
188.13,31.1839,1.67075
188.23,31.1365,1.61096
188.33,30.7528,1.56216
188.43,30.1278,1.52396
188.53,30.0784,1.49424
188.63,30.0669,1.47163
188.731,29.9199,1.45444
188.832,29.8968,1.44094
188.932,29.9881,1.41306
189.034,29.9935,1.38921
189.133,29.9524,1.36964
189.236,29.9104,1.35307
189.336,29.7539,1.33869
189.437,29.4635,1.32531
189.538,29.0674,1.31298
189.637,28.5619,1.2936
189.737,27.978,1.2371
189.838,27.2298,1.18519
189.937,26.4966,1.13854
190.038,25.7295,1.09654
190.14,24.9675,1.05746
190.24,24.2739,1.02306
190.34,23.6718,0.991669
190.44,23.1443,0.962472
190.541,22.686,0.935248
190.641,22.2943,0.910377
190.741,21.9525,0.887163
190.843,21.6465,0.865216
190.945,21.3869,0.844739
191.044,21.1422,0.825442
191.145,20.9357,0.807446
191.246,20.7466,0.790091
191.345,20.597,0.77396
191.446,20.4644,0.758458
191.546,20.3375,0.743482
191.647,20.2171,0.729269
191.747,20.1043,0.715296
191.849,20.0057,0.701334
191.949,19.928,0.688301
192.05,19.8357,0.675826
192.15,19.7347,0.663531
192.251,19.6586,0.651452
192.354,19.5986,0.640237
192.456,19.5375,0.629391
192.556,19.4867,0.618976
192.656,19.4449,0.608775
192.758,19.436,0.59872
192.861,19.4655,1.69413
192.963,20.2754,1.68814
193.063,21.4986,1.68109
193.163,23.0824,1.67471
193.263,24.9562,1.66924
193.363,27.0431,1.66412
193.463,29.3146,1.65943
193.564,32.1925,1.65074
193.664,35.4309,1.62399
193.766,38.0689,1.59539
193.866,40.2143,1.56664
193.969,42.3333,1.53829
194.069,44.3189,1.51244
194.169,46.193,1.4881
194.27,48.0074,1.46512
194.37,49.7933,1.44451
194.47,51.4783,1.42566
194.57,53.0642,1.40851
194.67,54.5653,1.39299
194.77,55.9604,1.37918
194.874,57.2459,1.36635
194.975,58.2844,1.35506
195.077,59.1023,1.34477
195.178,59.662,1.33545
195.278,59.954,1.32714
195.38,59.9747,1.31949
195.48,59.7341,1.31252
195.58,59.2332,1.30628
195.681,58.494,1.30182
195.782,57.5656,1.29981
195.883,56.4905,1.29976
195.983,55.3275,1.30105
196.084,54.0759,1.30335
196.184,52.7773,1.3063
196.285,51.4201,1.30359
196.385,50.0961,1.29342
196.485,48.8012,1.28424
196.585,47.5146,1.27554
196.685,46.2531,1.26728
